street,x,y,type,hour,week_day,day_type,day,month,year,minute
Av. Balmaceda,-70.397217,-23.6429,JAM,11,4,s,13,9,2024,11
Av. Edmundo Pérez Zujovic,-70.396429,-23.6271,JAM,11,4,s,13,9,2024,20
Av. Edmundo Pérez Zujovic,-70.39626,-23.62568,JAM,11,4,s,13,9,2024,18
Av. Edmundo Pérez Zujovic,-70.396163,-23.631326,JAM,11,4,s,13,9,2024,36
Av. Edmundo Pérez Zujovic,-70.395845,-23.634094,JAM,11,4,s,13,9,2024,37
Av. Edmundo Pérez Zujovic,-70.39628,-23.630786,JAM,11,4,s,13,9,2024,50
Av. Argentina,-70.393076,-23.651111,ACCIDENT,12,4,s,13,9,2024,2
Av. Antonio Rendic,-70.388475,-23.603842,JAM,12,4,s,13,9,2024,29
Nicolás Tirado,-70.392482,-23.592268,JAM,12,4,s,13,9,2024,36
Av. Edmundo Pérez Zujovic,-70.396137,-23.630836,JAM,12,4,s,13,9,2024,43
Av. Balmaceda,-70.400035,-23.645916,JAM,12,4,s,13,9,2024,49
Av. Iquique,-70.393905,-23.631196,JAM,12,4,s,13,9,2024,54
Av. Antonio Rendic,-70.383762,-23.617817,JAM,12,4,s,13,9,2024,56
Nicolás Tirado,-70.391409,-23.592237,JAM,13,4,s,13,9,2024,1
Av. Pedro Aguirre Cerda,-70.389605,-23.593977,JAM,13,4,s,13,9,2024,9
Av. Edmundo Pérez Zujovic,-70.39644,-23.626465,JAM,13,4,s,13,9,2024,19
Av. Séptimo de Línea,-70.396682,-23.641657,JAM,13,4,s,13,9,2024,22
Av. Pedro Aguirre Cerda,-70.389915,-23.588224,JAM,13,4,s,13,9,2024,21
Av. Pedro Aguirre Cerda,-70.390793,-23.577932,JAM,13,4,s,13,9,2024,23
Nicolás Tirado,-70.388055,-23.591887,JAM,13,4,s,13,9,2024,19
Av. Pedro Aguirre Cerda,-70.390502,-23.581135,JAM,13,4,s,13,9,2024,23
Av. Balmaceda,-70.400146,-23.645659,JAM,13,4,s,13,9,2024,34
Av. Iquique,-70.393974,-23.630067,JAM,13,4,s,13,9,2024,34
Av. Edmundo Pérez Zujovic,-70.395713,-23.635384,JAM,13,4,s,13,9,2024,38
Av. Edmundo Pérez Zujovic,-70.395702,-23.633807,JAM,13,4,s,13,9,2024,40
Av. Antonio Rendic,-70.383156,-23.611787,JAM,13,4,s,13,9,2024,54
Av. Edmundo Pérez Zujovic,-70.39334,-23.621075,JAM,13,4,s,13,9,2024,55
Av. Grecia,-70.402699,-23.648159,JAM,14,4,s,13,9,2024,6
Av. Edmundo Pérez Zujovic,-70.392982,-23.620439,JAM,14,4,s,13,9,2024,6
Av. Edmundo Pérez Zujovic,-70.395795,-23.636909,JAM,14,4,s,13,9,2024,16
Av. Séptimo de Línea,-70.396622,-23.641468,JAM,14,4,s,13,9,2024,28
Av. Edmundo Pérez Zujovic,-70.395836,-23.633877,JAM,14,4,s,13,9,2024,28
Av. Pedro Aguirre Cerda,-70.39078,-23.568237,JAM,14,4,s,13,9,2024,35
Av. Grecia,-70.403442,-23.660191,JAM,14,4,s,13,9,2024,37
Av. Pedro Aguirre Cerda,-70.390959,-23.57747,ACCIDENT,14,4,s,13,9,2024,50
Av. Balmaceda,-70.39919,-23.644945,ACCIDENT,14,4,s,13,9,2024,54
Av. Edmundo Pérez Zujovic,-70.39228,-23.617453,JAM,15,4,s,13,9,2024,1
Av. Antonio Rendic,-70.388954,-23.637218,JAM,14,4,s,13,9,2024,56
Av. Edmundo Pérez Zujovic,-70.392212,-23.61608,JAM,15,4,s,13,9,2024,13
Av. Grecia,-70.402766,-23.649325,JAM,15,4,s,13,9,2024,16
Av. Edmundo Pérez Zujovic,-70.39414,-23.598652,JAM,15,4,s,13,9,2024,20
Av. Séptimo de Línea,-70.396603,-23.641895,JAM,15,4,s,13,9,2024,24
Av. Edmundo Pérez Zujovic,-70.395891,-23.631714,JAM,15,4,s,13,9,2024,30
Av. Edmundo Pérez Zujovic,-70.396058,-23.631193,JAM,15,4,s,13,9,2024,27
Av. Iquique,-70.39399,-23.626478,JAM,15,4,s,13,9,2024,28
Av. Edmundo Pérez Zujovic,-70.397082,-23.594504,JAM,15,4,s,13,9,2024,34
Av. Edmundo Pérez Zujovic,-70.396101,-23.596247,JAM,15,4,s,13,9,2024,33
Av. Edmundo Pérez Zujovic,-70.395662,-23.636754,JAM,15,4,s,13,9,2024,49
Av. Iquique,-70.393995,-23.629662,JAM,16,4,s,13,9,2024,7
Av. Iquique,-70.394019,-23.628806,JAM,16,4,s,13,9,2024,7
Av. Pedro Aguirre Cerda,-70.390755,-23.568966,JAM,16,4,s,13,9,2024,26
Av. Edmundo Pérez Zujovic,-70.394277,-23.622711,JAM,16,4,s,13,9,2024,30
Av. Edmundo Pérez Zujovic,-70.394381,-23.598268,JAM,16,4,s,13,9,2024,34
Av. Pedro Aguirre Cerda,-70.389779,-23.591141,ACCIDENT,16,4,s,13,9,2024,52
Av. Pedro Aguirre Cerda,-70.389934,-23.589268,JAM,16,4,s,13,9,2024,52
Av. Balmaceda,-70.399101,-23.645188,JAM,16,4,s,13,9,2024,57
Av. Edmundo Pérez Zujovic,-70.394639,-23.623029,JAM,17,4,s,13,9,2024,15
Av. Edmundo Pérez Zujovic,-70.392419,-23.602228,JAM,17,4,s,13,9,2024,17
Av. Antonio Rendic,-70.389506,-23.627238,JAM,17,4,s,13,9,2024,25
Nicolás Tirado,-70.388874,-23.591897,ACCIDENT,17,4,s,13,9,2024,25
Av. Antonio Rendic,-70.385041,-23.608965,JAM,17,4,s,13,9,2024,30
Av. Iquique,-70.394082,-23.629478,JAM,17,4,s,13,9,2024,40
Av. Iquique,-70.392745,-23.624752,JAM,17,4,s,13,9,2024,38
Av. Edmundo Pérez Zujovic,-70.39644,-23.626497,JAM,17,4,s,13,9,2024,45
Av. Iquique,-70.393963,-23.630271,JAM,17,4,s,13,9,2024,49
Av. Iquique,-70.394008,-23.629325,JAM,17,4,s,13,9,2024,52
Av. Edmundo Pérez Zujovic,-70.392109,-23.606298,ACCIDENT,18,4,s,13,9,2024,6
Av. Pedro Aguirre Cerda,-70.389831,-23.589246,JAM,18,4,s,13,9,2024,3
Av. Edmundo Pérez Zujovic,-70.393205,-23.585174,JAM,18,4,s,13,9,2024,2
Av. Pedro Aguirre Cerda,-70.389944,-23.587847,JAM,18,4,s,13,9,2024,4
Av. Iquique,-70.394007,-23.629351,ACCIDENT,18,4,s,13,9,2024,9
Av. Edmundo Pérez Zujovic,-70.392163,-23.604374,JAM,18,4,s,13,9,2024,8
Av. Balmaceda,-70.400511,-23.645874,JAM,18,4,s,13,9,2024,15
Av. Iquique,-70.394016,-23.629013,ACCIDENT,18,4,s,13,9,2024,12
Av. Iquique,-70.394068,-23.627914,ACCIDENT,18,4,s,13,9,2024,25
Av. Iquique,-70.393298,-23.625719,JAM,18,4,s,13,9,2024,25
Av. Iquique,-70.394096,-23.629138,JAM,18,4,s,13,9,2024,25
Av. Edmundo Pérez Zujovic,-70.395982,-23.631474,JAM,18,4,s,13,9,2024,31
Av. Iquique,-70.393942,-23.630598,JAM,18,4,s,13,9,2024,28
Av. Iquique,-70.393981,-23.631327,ACCIDENT,18,4,s,13,9,2024,32
Av. Iquique,-70.393951,-23.630458,ACCIDENT,18,4,s,13,9,2024,38
Av. Iquique,-70.393967,-23.63019,ACCIDENT,18,4,s,13,9,2024,38
Av. Iquique,-70.393885,-23.633442,ACCIDENT,18,4,s,13,9,2024,40
Av. Edmundo Pérez Zujovic,-70.394291,-23.622733,JAM,19,4,s,13,9,2024,4
Av. Iquique,-70.394245,-23.627098,JAM,19,4,s,13,9,2024,14
Av. Iquique,-70.394017,-23.628982,ACCIDENT,19,4,s,13,9,2024,16
Av. Iquique,-70.394011,-23.629268,ACCIDENT,19,4,s,13,9,2024,19
Av. Iquique,-70.394081,-23.629484,ACCIDENT,19,4,s,13,9,2024,18
Av. Iquique,-70.393943,-23.630587,ACCIDENT,19,4,s,13,9,2024,21
Av. Iquique,-70.394053,-23.628131,JAM,19,4,s,13,9,2024,28
Av. Edmundo Pérez Zujovic,-70.39587,-23.631769,JAM,19,4,s,13,9,2024,35
Av. Grecia,-70.402606,-23.651312,JAM,19,4,s,13,9,2024,50
Av. Grecia,-70.402792,-23.649911,JAM,19,4,s,13,9,2024,49
Av. Óscar Bonilla,-70.378638,-23.592028,JAM,20,4,s,13,9,2024,13
Av. Óscar Bonilla,-70.378711,-23.591321,JAM,20,4,s,13,9,2024,12
Av. Balmaceda,-70.397118,-23.642732,JAM,20,4,s,13,9,2024,20
Av. Pedro Aguirre Cerda,-70.391095,-23.575992,JAM,21,4,s,13,9,2024,24
Av. Balmaceda,-70.40018,-23.646031,ACCIDENT,21,4,s,13,9,2024,39
Av. Pedro Aguirre Cerda,-70.391205,-23.574503,JAM,21,4,s,13,9,2024,52
Av. Pedro Aguirre Cerda,-70.391109,-23.575831,JAM,22,4,s,13,9,2024,22
Av. Pedro Aguirre Cerda,-70.391071,-23.57476,JAM,22,4,s,13,9,2024,41
Av. Pedro Aguirre Cerda,-70.390958,-23.576359,ACCIDENT,22,4,s,13,9,2024,53
Av. Edmundo Pérez Zujovic,-70.392116,-23.606055,ACCIDENT,0,5,f,14,9,2024,43
Av. Grecia,-70.402257,-23.647753,JAM,0,5,f,14,9,2024,49
Av. Edmundo Pérez Zujovic,-70.396569,-23.59548,JAM,1,5,f,14,9,2024,6
Av. Pedro Aguirre Cerda,-70.390911,-23.576861,ACCIDENT,1,5,f,14,9,2024,3
Av. Edmundo Pérez Zujovic,-70.394998,-23.575284,ACCIDENT,4,5,f,14,9,2024,39
Av. Iquique,-70.394127,-23.626964,JAM,6,5,f,14,9,2024,38
Av. Iquique,-70.394017,-23.628977,JAM,10,5,f,14,9,2024,4
Av. Edmundo Pérez Zujovic,-70.394726,-23.623402,JAM,11,5,f,14,9,2024,25
Nicolás Tirado,-70.388939,-23.591899,JAM,11,5,f,14,9,2024,53
Av. Edmundo Pérez Zujovic,-70.396444,-23.626249,JAM,12,5,f,14,9,2024,56
Nicolás Tirado,-70.388019,-23.591887,JAM,13,5,f,14,9,2024,13
Av. Antonio Rendic,-70.38328,-23.617056,JAM,13,5,f,14,9,2024,14
Av. Iquique,-70.39393,-23.6308,JAM,13,5,f,14,9,2024,21
Av. Edmundo Pérez Zujovic,-70.395958,-23.631545,JAM,13,5,f,14,9,2024,32
Av. Edmundo Pérez Zujovic,-70.39578,-23.632061,JAM,13,5,f,14,9,2024,32
Av. Edmundo Pérez Zujovic,-70.396191,-23.630191,JAM,13,5,f,14,9,2024,34
Av. Séptimo de Línea,-70.395668,-23.638744,ACCIDENT,13,5,f,14,9,2024,45
Av. Edmundo Pérez Zujovic,-70.39572,-23.634216,JAM,13,5,f,14,9,2024,52
Av. Séptimo de Línea,-70.395811,-23.63885,JAM,13,5,f,14,9,2024,59
Av. Iquique,-70.39402,-23.628782,JAM,14,5,f,14,9,2024,3
Av. Séptimo de Línea,-70.396427,-23.640852,JAM,14,5,f,14,9,2024,0
Nicolás Tirado,-70.38792,-23.591888,JAM,14,5,f,14,9,2024,9
Nicolás Tirado,-70.388959,-23.591899,JAM,14,5,f,14,9,2024,11
Av. Iquique,-70.39401,-23.629288,JAM,14,5,f,14,9,2024,19
Av. Grecia,-70.405943,-23.667406,JAM,14,5,f,14,9,2024,22
Av. Grecia,-70.40666,-23.669014,JAM,14,5,f,14,9,2024,22
Av. Argentina,-70.392566,-23.644459,ACCIDENT,14,5,f,14,9,2024,50
Av. Pedro Aguirre Cerda,-70.39074,-23.569432,ACCIDENT,14,5,f,14,9,2024,46
Av. Edmundo Pérez Zujovic,-70.395831,-23.635677,ACCIDENT,15,5,f,14,9,2024,15
Av. Grecia,-70.402499,-23.651954,JAM,16,5,f,14,9,2024,26
Av. Grecia,-70.403576,-23.661004,JAM,18,5,f,14,9,2024,47
Av. Edmundo Pérez Zujovic,-70.396113,-23.590453,JAM,19,5,f,14,9,2024,6
Nicolás Tirado,-70.389295,-23.591905,JAM,19,5,f,14,9,2024,42
Av. Óscar Bonilla,-70.378781,-23.588948,JAM,20,5,f,14,9,2024,19
Av. Pedro Aguirre Cerda,-70.389029,-23.603128,JAM,20,5,f,14,9,2024,31
Av. Pedro Aguirre Cerda,-70.389537,-23.595968,JAM,20,5,f,14,9,2024,32
Av. Pedro Aguirre Cerda,-70.389281,-23.600014,JAM,20,5,f,14,9,2024,32
Av. Pedro Aguirre Cerda,-70.388877,-23.60449,JAM,20,5,f,14,9,2024,31
Av. Pedro Aguirre Cerda,-70.389613,-23.593606,JAM,20,5,f,14,9,2024,33
Av. Pedro Aguirre Cerda,-70.390153,-23.585289,JAM,20,5,f,14,9,2024,36
Av. Pedro Aguirre Cerda,-70.389683,-23.591385,JAM,20,5,f,14,9,2024,35
Av. Iquique,-70.393368,-23.640014,JAM,20,5,f,14,9,2024,40
Av. Edmundo Pérez Zujovic,-70.396437,-23.595669,JAM,23,5,f,14,9,2024,26
Av. Óscar Bonilla,-70.378823,-23.586765,ACCIDENT,6,6,f,15,9,2024,15
Av. Antonio Rendic,-70.382823,-23.616194,JAM,9,6,f,15,9,2024,27
Av. Iquique,-70.393859,-23.626337,JAM,11,6,f,15,9,2024,27
Av. Edmundo Pérez Zujovic,-70.396408,-23.62826,ACCIDENT,14,6,f,15,9,2024,11
Av. Óscar Bonilla,-70.379864,-23.574425,ACCIDENT,15,6,f,15,9,2024,3
Av. Antonio Rendic,-70.389011,-23.636279,JAM,16,6,f,15,9,2024,28
Av. Grecia,-70.407289,-23.670306,JAM,17,6,f,15,9,2024,26
Nicolás Tirado,-70.389125,-23.591902,ACCIDENT,17,6,f,15,9,2024,47
Av. Óscar Bonilla,-70.379043,-23.611013,ACCIDENT,19,6,f,15,9,2024,30
Nicolás Tirado,-70.385742,-23.592325,JAM,20,6,f,15,9,2024,8
Av. Balmaceda,-70.397405,-23.643708,JAM,20,6,f,15,9,2024,30
Av. Edmundo Pérez Zujovic,-70.396673,-23.572239,JAM,20,6,f,15,9,2024,48
Av. Pedro Aguirre Cerda,-70.390779,-23.56825,JAM,21,6,f,15,9,2024,12
Av. Pedro Aguirre Cerda,-70.389557,-23.59545,ACCIDENT,21,6,f,15,9,2024,43
Av. Pedro Aguirre Cerda,-70.389569,-23.595157,JAM,21,6,f,15,9,2024,43
Av. Pedro Aguirre Cerda,-70.389534,-23.596064,JAM,22,6,f,15,9,2024,5
Av. Óscar Bonilla,-70.37892,-23.585539,ACCIDENT,0,0,s,16,9,2024,10
Av. Edmundo Pérez Zujovic,-70.393337,-23.585955,JAM,7,0,s,16,9,2024,55
Av. Iquique,-70.39409,-23.626772,JAM,8,0,s,16,9,2024,34
Av. Iquique,-70.394084,-23.627679,JAM,8,0,s,16,9,2024,33
Av. Balmaceda,-70.399567,-23.645245,JAM,11,0,s,16,9,2024,2
Av. Balmaceda,-70.39967,-23.64563,JAM,11,0,s,16,9,2024,9
Av. Séptimo de Línea,-70.396315,-23.64095,JAM,11,0,s,16,9,2024,21
Av. Iquique,-70.394199,-23.62666,JAM,11,0,s,16,9,2024,29
Av. Edmundo Pérez Zujovic,-70.394648,-23.623044,JAM,11,0,s,16,9,2024,47
Av. Balmaceda,-70.399068,-23.644835,JAM,12,0,s,16,9,2024,10
Av. Séptimo de Línea,-70.396386,-23.640722,JAM,12,0,s,16,9,2024,8
Av. Edmundo Pérez Zujovic,-70.396425,-23.627354,JAM,12,0,s,16,9,2024,27
Av. Edmundo Pérez Zujovic,-70.3921,-23.615612,JAM,12,0,s,16,9,2024,34
Av. Iquique,-70.393913,-23.63106,JAM,12,0,s,16,9,2024,43
Av. Edmundo Pérez Zujovic,-70.39608,-23.631099,JAM,13,0,s,16,9,2024,1
Av. Edmundo Pérez Zujovic,-70.396266,-23.62903,JAM,13,0,s,16,9,2024,2
Av. Edmundo Pérez Zujovic,-70.395677,-23.633083,JAM,14,0,s,16,9,2024,7
Av. Iquique,-70.394013,-23.629196,JAM,14,0,s,16,9,2024,10
Av. Edmundo Pérez Zujovic,-70.395708,-23.633952,JAM,14,0,s,16,9,2024,20
Av. Edmundo Pérez Zujovic,-70.395721,-23.632266,JAM,14,0,s,16,9,2024,27
Av. Iquique,-70.393944,-23.630574,JAM,14,0,s,16,9,2024,36
Av. Edmundo Pérez Zujovic,-70.396774,-23.572643,JAM,15,0,s,16,9,2024,26
Av. Iquique,-70.394255,-23.626976,JAM,15,0,s,16,9,2024,44
Av. Óscar Bonilla,-70.379666,-23.576807,JAM,15,0,s,16,9,2024,51
Av. Óscar Bonilla,-70.379729,-23.576069,JAM,15,0,s,16,9,2024,50
Av. Edmundo Pérez Zujovic,-70.392022,-23.615283,JAM,15,0,s,16,9,2024,56
Av. Balmaceda,-70.397628,-23.64334,JAM,16,0,s,16,9,2024,0
Av. Edmundo Pérez Zujovic,-70.395427,-23.624488,JAM,16,0,s,16,9,2024,30
Av. Edmundo Pérez Zujovic,-70.396159,-23.630649,JAM,16,0,s,16,9,2024,54
Nicolás Tirado,-70.390623,-23.592195,JAM,17,0,s,16,9,2024,22
Av. Edmundo Pérez Zujovic,-70.392437,-23.618975,JAM,17,0,s,16,9,2024,37
Av. Edmundo Pérez Zujovic,-70.397079,-23.571992,JAM,17,0,s,16,9,2024,42
Av. Edmundo Pérez Zujovic,-70.395281,-23.574885,JAM,17,0,s,16,9,2024,42
Av. Edmundo Pérez Zujovic,-70.392152,-23.604775,JAM,17,0,s,16,9,2024,48
Av. Iquique,-70.394059,-23.629918,JAM,18,0,s,16,9,2024,11
Av. Edmundo Pérez Zujovic,-70.395875,-23.631755,JAM,18,0,s,16,9,2024,53
Av. Edmundo Pérez Zujovic,-70.39569,-23.633518,JAM,18,0,s,16,9,2024,56
Av. Balmaceda,-70.396933,-23.642295,JAM,19,0,s,16,9,2024,4
Av. Balmaceda,-70.398582,-23.644346,JAM,19,0,s,16,9,2024,7
Av. Pedro Aguirre Cerda,-70.390148,-23.586611,JAM,19,0,s,16,9,2024,14
Av. Argentina,-70.393029,-23.650626,JAM,19,0,s,16,9,2024,56
Av. Argentina,-70.393024,-23.649392,JAM,19,0,s,16,9,2024,59
Av. Grecia,-70.404487,-23.665263,ACCIDENT,20,0,s,16,9,2024,24
Av. Grecia,-70.405076,-23.665767,ACCIDENT,20,0,s,16,9,2024,31
Av. Grecia,-70.404691,-23.665417,ACCIDENT,21,0,s,16,9,2024,12
Av. Antonio Rendic,-70.388003,-23.624438,JAM,9,1,s,17,9,2024,14
Av. Iquique,-70.393947,-23.63052,JAM,11,1,s,17,9,2024,44
Av. Iquique,-70.394022,-23.630542,JAM,11,1,s,17,9,2024,45
Av. Antonio Rendic,-70.389192,-23.626633,JAM,11,1,s,17,9,2024,44
Av. Iquique,-70.393986,-23.629841,JAM,11,1,s,17,9,2024,48
Av. Iquique,-70.393883,-23.631613,JAM,11,1,s,17,9,2024,58
Av. Pedro Aguirre Cerda,-70.390892,-23.578031,JAM,12,1,s,17,9,2024,1
Av. Antonio Rendic,-70.385889,-23.621061,JAM,12,1,s,17,9,2024,41
Av. Edmundo Pérez Zujovic,-70.395676,-23.632507,JAM,12,1,s,17,9,2024,48
Nicolás Tirado,-70.391972,-23.592256,JAM,13,1,s,17,9,2024,1
Av. Edmundo Pérez Zujovic,-70.39514,-23.623822,ACCIDENT,13,1,s,17,9,2024,8
Av. Iquique,-70.393803,-23.633256,JAM,13,1,s,17,9,2024,6
Av. Edmundo Pérez Zujovic,-70.392262,-23.617262,JAM,13,1,s,17,9,2024,18
Av. Edmundo Pérez Zujovic,-70.391903,-23.614671,JAM,13,1,s,17,9,2024,25
Av. Edmundo Pérez Zujovic,-70.392362,-23.616862,JAM,13,1,s,17,9,2024,28
Av. Edmundo Pérez Zujovic,-70.394706,-23.623371,ACCIDENT,13,1,s,17,9,2024,25
Nicolás Tirado,-70.389518,-23.59191,JAM,13,1,s,17,9,2024,26
Av. Edmundo Pérez Zujovic,-70.391857,-23.614281,JAM,13,1,s,17,9,2024,30
Av. Edmundo Pérez Zujovic,-70.396304,-23.625778,JAM,13,1,s,17,9,2024,37
Av. Edmundo Pérez Zujovic,-70.396195,-23.630133,JAM,13,1,s,17,9,2024,39
Av. Iquique,-70.393828,-23.632833,JAM,13,1,s,17,9,2024,50
Nicolás Tirado,-70.38896,-23.59201,ACCIDENT,13,1,s,17,9,2024,45
Av. Balmaceda,-70.399913,-23.645511,JAM,15,1,s,17,9,2024,17
Av. Balmaceda,-70.401279,-23.646444,ACCIDENT,15,1,s,17,9,2024,32
Av. Pedro Aguirre Cerda,-70.391005,-23.577042,ACCIDENT,15,1,s,17,9,2024,33
Av. Grecia,-70.4025,-23.655827,JAM,15,1,s,17,9,2024,42
Av. Edmundo Pérez Zujovic,-70.395695,-23.632367,JAM,15,1,s,17,9,2024,43
Av. Balmaceda,-70.401103,-23.64631,ACCIDENT,15,1,s,17,9,2024,46
Av. Edmundo Pérez Zujovic,-70.396208,-23.629933,JAM,15,1,s,17,9,2024,45
Av. Iquique,-70.393797,-23.62609,JAM,16,1,s,17,9,2024,10
Av. Grecia,-70.406706,-23.66884,JAM,16,1,s,17,9,2024,17
Av. Balmaceda,-70.401183,-23.646371,ACCIDENT,16,1,s,17,9,2024,21
Nicolás Tirado,-70.388965,-23.591899,JAM,17,1,s,17,9,2024,40
Av. Óscar Bonilla,-70.379762,-23.57564,JAM,18,1,s,17,9,2024,32
Av. Pedro Aguirre Cerda,-70.390818,-23.578785,JAM,18,1,s,17,9,2024,45
Nicolás Tirado,-70.392354,-23.592265,JAM,19,1,s,17,9,2024,24
Av. Óscar Bonilla,-70.378808,-23.587752,JAM,19,1,s,17,9,2024,24
Av. Óscar Bonilla,-70.378772,-23.589458,JAM,19,1,s,17,9,2024,24
Av. Pedro Aguirre Cerda,-70.390794,-23.57156,ACCIDENT,20,1,s,17,9,2024,18
Av. Pedro Aguirre Cerda,-70.391084,-23.573244,JAM,20,1,s,17,9,2024,30
Nicolás Tirado,-70.389495,-23.591909,ACCIDENT,20,1,s,17,9,2024,44
Av. Pedro Aguirre Cerda,-70.391099,-23.57335,JAM,20,1,s,17,9,2024,52
Av. Pedro Aguirre Cerda,-70.389441,-23.619348,JAM,20,1,s,17,9,2024,54
Av. Pedro Aguirre Cerda,-70.390842,-23.571841,ACCIDENT,21,1,s,17,9,2024,9
Av. Edmundo Pérez Zujovic,-70.392144,-23.616366,JAM,22,1,s,17,9,2024,12
Av. Pedro Aguirre Cerda,-70.389808,-23.590794,JAM,23,1,s,17,9,2024,24
Av. Iquique,-70.393375,-23.639425,JAM,12,2,f,18,9,2024,14
Av. Edmundo Pérez Zujovic,-70.39641,-23.628162,JAM,12,2,f,18,9,2024,25
Av. Iquique,-70.393849,-23.634196,JAM,12,2,f,18,9,2024,52
Av. Iquique,-70.39337,-23.639511,JAM,13,2,f,18,9,2024,0
Av. Iquique,-70.393358,-23.639777,JAM,13,2,f,18,9,2024,24
Av. Iquique,-70.393786,-23.635149,JAM,13,2,f,18,9,2024,45
Av. Edmundo Pérez Zujovic,-70.395784,-23.637148,JAM,13,2,f,18,9,2024,49
Av. Antonio Rendic,-70.389544,-23.627629,JAM,13,2,f,18,9,2024,53
Av. Iquique,-70.393385,-23.639268,JAM,14,2,f,18,9,2024,0
Av. Iquique,-70.393478,-23.641504,JAM,13,2,f,18,9,2024,56
Av. Óscar Bonilla,-70.378498,-23.601095,JAM,14,2,f,18,9,2024,30
Av. Óscar Bonilla,-70.379503,-23.578805,JAM,16,2,f,18,9,2024,36
Av. Antonio Rendic,-70.384334,-23.618584,JAM,20,2,f,18,9,2024,7
Av. Edmundo Pérez Zujovic,-70.394385,-23.575948,JAM,20,2,f,18,9,2024,18
Av. Pedro Aguirre Cerda,-70.390511,-23.581039,ACCIDENT,20,2,f,18,9,2024,21
Av. Pedro Aguirre Cerda,-70.390482,-23.58137,ACCIDENT,20,2,f,18,9,2024,21
Av. Pedro Aguirre Cerda,-70.39072,-23.579918,ACCIDENT,20,2,f,18,9,2024,43
Av. Edmundo Pérez Zujovic,-70.392471,-23.581442,JAM,22,2,f,18,9,2024,15
Av. Edmundo Pérez Zujovic,-70.39244,-23.581373,ACCIDENT,22,2,f,18,9,2024,23
Av. Edmundo Pérez Zujovic,-70.39308,-23.582784,JAM,22,2,f,18,9,2024,55
Av. Pedro Aguirre Cerda,-70.388943,-23.617106,ACCIDENT,17,3,f,19,9,2024,21
Av. Edmundo Pérez Zujovic,-70.393499,-23.586319,JAM,19,3,f,19,9,2024,52
Av. Argentina,-70.396345,-23.65936,ACCIDENT,21,3,f,19,9,2024,50
Av. Pedro Aguirre Cerda,-70.390912,-23.577868,ACCIDENT,21,3,f,19,9,2024,54
Av. Edmundo Pérez Zujovic,-70.394717,-23.623389,JAM,0,4,f,20,9,2024,17
Av. Edmundo Pérez Zujovic,-70.397137,-23.570163,JAM,1,4,f,20,9,2024,10
Av. Antonio Rendic,-70.389393,-23.628499,ACCIDENT,2,4,f,20,9,2024,47
Av. Edmundo Pérez Zujovic,-70.395851,-23.634239,JAM,12,4,f,20,9,2024,12
Av. Óscar Bonilla,-70.379886,-23.574182,JAM,14,4,f,20,9,2024,48
Av. Edmundo Pérez Zujovic,-70.395588,-23.589697,JAM,17,4,f,20,9,2024,48
Av. Edmundo Pérez Zujovic,-70.392079,-23.60736,JAM,17,4,f,20,9,2024,45
Av. Pedro Aguirre Cerda,-70.390893,-23.578023,JAM,18,4,f,20,9,2024,51
Av. Argentina,-70.39254,-23.644579,ACCIDENT,20,4,f,20,9,2024,1
Av. Óscar Bonilla,-70.379739,-23.575935,JAM,21,4,f,20,9,2024,24
Av. Óscar Bonilla,-70.379727,-23.576177,JAM,21,4,f,20,9,2024,24
Av. Pedro Aguirre Cerda,-70.39091,-23.577881,JAM,21,4,f,20,9,2024,27
Av. Argentina,-70.399028,-23.666645,JAM,0,5,f,21,9,2024,45
Av. Balmaceda,-70.398308,-23.644057,ACCIDENT,7,5,f,21,9,2024,50
Av. Pedro Aguirre Cerda,-70.389609,-23.593796,ACCIDENT,8,5,f,21,9,2024,23
Av. Pedro Aguirre Cerda,-70.389746,-23.5928,ACCIDENT,11,5,f,21,9,2024,27
Av. Pedro Aguirre Cerda,-70.389694,-23.594532,ACCIDENT,11,5,f,21,9,2024,28
Av. Edmundo Pérez Zujovic,-70.39245,-23.601626,JAM,11,5,f,21,9,2024,34
Av. Pedro Aguirre Cerda,-70.389605,-23.593969,ACCIDENT,11,5,f,21,9,2024,54
Av. Edmundo Pérez Zujovic,-70.392158,-23.604551,JAM,13,5,f,21,9,2024,21
Av. Balmaceda,-70.39672,-23.642439,JAM,14,5,f,21,9,2024,0
Av. Óscar Bonilla,-70.378618,-23.601146,JAM,14,5,f,21,9,2024,41
Av. Antonio Rendic,-70.383136,-23.611825,ACCIDENT,15,5,f,21,9,2024,3
Av. Antonio Rendic,-70.386209,-23.621573,JAM,15,5,f,21,9,2024,6
Nicolás Tirado,-70.388164,-23.592012,ACCIDENT,15,5,f,21,9,2024,5
Nicolás Tirado,-70.387398,-23.59199,ACCIDENT,15,5,f,21,9,2024,23
Nicolás Tirado,-70.387454,-23.592075,ACCIDENT,15,5,f,21,9,2024,36
Av. Balmaceda,-70.398888,-23.644664,JAM,15,5,f,21,9,2024,40
Nicolás Tirado,-70.388074,-23.592013,ACCIDENT,16,5,f,21,9,2024,12
Av. Edmundo Pérez Zujovic,-70.393226,-23.584842,JAM,20,5,f,21,9,2024,30
Av. Balmaceda,-70.401374,-23.646516,JAM,22,5,f,21,9,2024,12
Av. Óscar Bonilla,-70.382611,-23.567553,ACCIDENT,23,5,f,21,9,2024,20
