street,x,y,type,hour,week_day,day_type,day,month,year,minute
Av. Edmundo Pérez Zujovic,-70.391766,-23.614326,JAM,18,0,s,26,8,2024,43
Av. Edmundo Pérez Zujovic,-70.397037,-23.59367,JAM,18,0,s,26,8,2024,43
Av. Antonio Rendic,-70.388633,-23.6036,JAM,18,0,s,26,8,2024,42
Av. Edmundo Pérez Zujovic,-70.392345,-23.618131,JAM,18,0,s,26,8,2024,43
Av. Pedro Aguirre Cerda,-70.388827,-23.605447,JAM,18,0,s,26,8,2024,48
Av. Edmundo Pérez Zujovic,-70.39568,-23.633238,JAM,18,0,s,26,8,2024,52
Av. Pedro Aguirre Cerda,-70.389421,-23.598223,JAM,18,0,s,26,8,2024,52
Av. Edmundo Pérez Zujovic,-70.391776,-23.61295,JAM,18,0,s,26,8,2024,58
Av. Edmundo Pérez Zujovic,-70.391904,-23.610732,JAM,18,0,s,26,8,2024,59
Av. Edmundo Pérez Zujovic,-70.394696,-23.597648,JAM,19,0,s,26,8,2024,3
Av. Edmundo Pérez Zujovic,-70.395665,-23.624654,JAM,19,0,s,26,8,2024,9
Av. Pedro Aguirre Cerda,-70.389562,-23.595347,JAM,19,0,s,26,8,2024,11
Av. Edmundo Pérez Zujovic,-70.395118,-23.588873,JAM,19,0,s,26,8,2024,11
Av. Edmundo Pérez Zujovic,-70.39325,-23.58446,JAM,19,0,s,26,8,2024,13
Nicolás Tirado,-70.390188,-23.592081,JAM,19,0,s,26,8,2024,15
Av. Antonio Rendic,-70.383222,-23.611688,JAM,19,0,s,26,8,2024,17
Av. Argentina,-70.403975,-23.676133,JAM,19,0,s,26,8,2024,17
Av. Iquique,-70.394118,-23.62864,JAM,19,0,s,26,8,2024,41
Av. Edmundo Pérez Zujovic,-70.396266,-23.629025,ACCIDENT,21,0,s,26,8,2024,5
Av. Edmundo Pérez Zujovic,-70.393297,-23.600136,JAM,7,1,s,27,8,2024,5
Av. Pedro Aguirre Cerda,-70.391126,-23.575632,JAM,7,1,s,27,8,2024,15
Av. Pedro Aguirre Cerda,-70.389952,-23.589052,JAM,7,1,s,27,8,2024,12
Av. Edmundo Pérez Zujovic,-70.393855,-23.586813,JAM,7,1,s,27,8,2024,19
Av. Pedro Aguirre Cerda,-70.390841,-23.57086,JAM,7,1,s,27,8,2024,25
Av. Argentina,-70.401102,-23.672749,JAM,7,1,s,27,8,2024,22
Av. Argentina,-70.399723,-23.670346,JAM,7,1,s,27,8,2024,22
Av. Pedro Aguirre Cerda,-70.390831,-23.569638,JAM,7,1,s,27,8,2024,26
Av. Edmundo Pérez Zujovic,-70.397003,-23.572174,JAM,7,1,s,27,8,2024,28
Av. Edmundo Pérez Zujovic,-70.392363,-23.616865,JAM,7,1,s,27,8,2024,36
Av. Edmundo Pérez Zujovic,-70.392238,-23.606092,JAM,7,1,s,27,8,2024,37
Av. Pedro Aguirre Cerda,-70.390182,-23.586219,JAM,7,1,s,27,8,2024,38
Av. Pedro Aguirre Cerda,-70.390939,-23.571779,JAM,7,1,s,27,8,2024,37
Av. Pedro Aguirre Cerda,-70.390773,-23.579304,JAM,7,1,s,27,8,2024,38
Av. Pedro Aguirre Cerda,-70.389896,-23.589732,JAM,7,1,s,27,8,2024,46
Av. Edmundo Pérez Zujovic,-70.392253,-23.609963,JAM,7,1,s,27,8,2024,46
Av. Pedro Aguirre Cerda,-70.390075,-23.587491,JAM,7,1,s,27,8,2024,43
Nicolás Tirado,-70.395739,-23.592356,JAM,7,1,s,27,8,2024,44
Av. Edmundo Pérez Zujovic,-70.397251,-23.57138,JAM,7,1,s,27,8,2024,50
Av. Pedro Aguirre Cerda,-70.389732,-23.593265,JAM,7,1,s,27,8,2024,50
Av. Grecia,-70.403547,-23.660637,JAM,7,1,s,27,8,2024,50
Av. Edmundo Pérez Zujovic,-70.392148,-23.604914,JAM,7,1,s,27,8,2024,49
Av. Pedro Aguirre Cerda,-70.389746,-23.592784,JAM,7,1,s,27,8,2024,54
Av. Óscar Bonilla,-70.379905,-23.573939,JAM,7,1,s,27,8,2024,56
Av. Edmundo Pérez Zujovic,-70.396174,-23.590889,JAM,7,1,s,27,8,2024,53
Av. Edmundo Pérez Zujovic,-70.394278,-23.622492,JAM,7,1,s,27,8,2024,59
Av. Argentina,-70.398801,-23.665733,JAM,7,1,s,27,8,2024,57
Av. Argentina,-70.396805,-23.662244,JAM,8,1,s,27,8,2024,1
Av. Grecia,-70.40276,-23.649179,JAM,7,1,s,27,8,2024,57
Av. Grecia,-70.402441,-23.656178,JAM,7,1,s,27,8,2024,57
Av. Argentina,-70.397967,-23.664425,JAM,7,1,s,27,8,2024,59
Av. Iquique,-70.393843,-23.634303,JAM,8,1,s,27,8,2024,2
Av. Pedro Aguirre Cerda,-70.389948,-23.58779,JAM,8,1,s,27,8,2024,3
Av. Edmundo Pérez Zujovic,-70.396281,-23.590802,JAM,8,1,s,27,8,2024,11
Av. Grecia,-70.402722,-23.650896,JAM,8,1,s,27,8,2024,12
Av. Pedro Aguirre Cerda,-70.390821,-23.569952,JAM,8,1,s,27,8,2024,12
Av. Pedro Aguirre Cerda,-70.39084,-23.570811,JAM,8,1,s,27,8,2024,20
Av. Grecia,-70.406543,-23.668443,JAM,8,1,s,27,8,2024,18
Av. Balmaceda,-70.402195,-23.647241,JAM,8,1,s,27,8,2024,20
Av. Pedro Aguirre Cerda,-70.388932,-23.605613,JAM,8,1,s,27,8,2024,20
Av. Edmundo Pérez Zujovic,-70.39721,-23.571546,JAM,8,1,s,27,8,2024,23
Av. Grecia,-70.402613,-23.651735,JAM,8,1,s,27,8,2024,23
Av. Grecia,-70.40411,-23.664978,JAM,8,1,s,27,8,2024,22
Av. Balmaceda,-70.402031,-23.647503,JAM,8,1,s,27,8,2024,30
Av. Grecia,-70.402396,-23.649035,JAM,8,1,s,27,8,2024,30
Av. Grecia,-70.402522,-23.652457,JAM,8,1,s,27,8,2024,29
Av. Balmaceda,-70.397204,-23.643443,JAM,8,1,s,27,8,2024,31
Av. Pedro Aguirre Cerda,-70.390761,-23.579443,JAM,8,1,s,27,8,2024,27
Av. Edmundo Pérez Zujovic,-70.394933,-23.575166,JAM,8,1,s,27,8,2024,44
Av. Argentina,-70.399177,-23.668818,ACCIDENT,8,1,s,27,8,2024,57
Av. Edmundo Pérez Zujovic,-70.392471,-23.617988,JAM,8,1,s,27,8,2024,54
Av. Edmundo Pérez Zujovic,-70.394995,-23.588509,JAM,8,1,s,27,8,2024,54
Av. Edmundo Pérez Zujovic,-70.393367,-23.58461,JAM,9,1,s,27,8,2024,9
Av. Edmundo Pérez Zujovic,-70.394582,-23.587943,JAM,9,1,s,27,8,2024,29
Av. Edmundo Pérez Zujovic,-70.396222,-23.590679,ACCIDENT,9,1,s,27,8,2024,35
Av. Iquique,-70.392627,-23.624312,JAM,9,1,s,27,8,2024,51
Av. Balmaceda,-70.399614,-23.645586,JAM,9,1,s,27,8,2024,57
Av. Balmaceda,-70.401881,-23.647376,JAM,9,1,s,27,8,2024,57
Av. Iquique,-70.393643,-23.625975,JAM,9,1,s,27,8,2024,54
Av. Balmaceda,-70.398717,-23.644901,JAM,9,1,s,27,8,2024,55
Av. Balmaceda,-70.397901,-23.644284,ACCIDENT,10,1,s,27,8,2024,6
Av. Edmundo Pérez Zujovic,-70.39533,-23.589013,JAM,10,1,s,27,8,2024,3
Av. Balmaceda,-70.400728,-23.646452,JAM,10,1,s,27,8,2024,4
Av. Edmundo Pérez Zujovic,-70.393972,-23.587072,JAM,10,1,s,27,8,2024,11
Av. Balmaceda,-70.401475,-23.647044,JAM,10,1,s,27,8,2024,15
Av. Balmaceda,-70.401128,-23.646757,JAM,10,1,s,27,8,2024,16
Av. Edmundo Pérez Zujovic,-70.394028,-23.587173,JAM,10,1,s,27,8,2024,29
Av. Iquique,-70.393401,-23.640588,JAM,10,1,s,27,8,2024,31
Av. Edmundo Pérez Zujovic,-70.396143,-23.590824,JAM,10,1,s,27,8,2024,39
Av. Edmundo Pérez Zujovic,-70.393754,-23.586585,JAM,11,1,s,27,8,2024,10
Av. Iquique,-70.394019,-23.628827,JAM,11,1,s,27,8,2024,25
Av. Iquique,-70.393998,-23.629588,JAM,11,1,s,27,8,2024,24
Av. Edmundo Pérez Zujovic,-70.39525,-23.588874,JAM,12,1,s,27,8,2024,13
Av. Edmundo Pérez Zujovic,-70.394104,-23.587286,JAM,12,1,s,27,8,2024,15
Av. Edmundo Pérez Zujovic,-70.393407,-23.585793,JAM,12,1,s,27,8,2024,38
Av. Edmundo Pérez Zujovic,-70.395603,-23.58949,JAM,12,1,s,27,8,2024,54
Av. Edmundo Pérez Zujovic,-70.394317,-23.58758,JAM,12,1,s,27,8,2024,53
Av. Iquique,-70.393952,-23.630438,JAM,13,1,s,27,8,2024,7
Av. Óscar Bonilla,-70.378494,-23.599258,JAM,14,1,s,27,8,2024,7
Av. Edmundo Pérez Zujovic,-70.393528,-23.586074,ACCIDENT,14,1,s,27,8,2024,24
Av. Edmundo Pérez Zujovic,-70.395732,-23.589717,JAM,14,1,s,27,8,2024,54
Av. Edmundo Pérez Zujovic,-70.394643,-23.588026,JAM,15,1,s,27,8,2024,0
Av. Óscar Bonilla,-70.379752,-23.575763,JAM,15,1,s,27,8,2024,18
Av. Argentina,-70.39326,-23.651751,JAM,16,1,s,27,8,2024,22
Av. Iquique,-70.393367,-23.639546,JAM,16,1,s,27,8,2024,33
Nicolás Tirado,-70.388786,-23.591896,ACCIDENT,16,1,s,27,8,2024,41
Av. Grecia,-70.402628,-23.65476,JAM,17,1,s,27,8,2024,10
Av. Edmundo Pérez Zujovic,-70.393853,-23.587079,JAM,17,1,s,27,8,2024,16
Av. Iquique,-70.393412,-23.640769,JAM,17,1,s,27,8,2024,19
Av. Edmundo Pérez Zujovic,-70.396292,-23.628526,JAM,17,1,s,27,8,2024,20
Av. Grecia,-70.405099,-23.665795,ACCIDENT,17,1,s,27,8,2024,23
Av. Edmundo Pérez Zujovic,-70.396316,-23.627844,JAM,17,1,s,27,8,2024,22
Av. Grecia,-70.403809,-23.664628,JAM,17,1,s,27,8,2024,21
Av. Grecia,-70.405076,-23.665766,JAM,17,1,s,27,8,2024,30
Av. Grecia,-70.403588,-23.661149,JAM,17,1,s,27,8,2024,52
Av. Grecia,-70.402541,-23.65747,JAM,17,1,s,27,8,2024,55
Av. Grecia,-70.402482,-23.656798,JAM,17,1,s,27,8,2024,57
Av. Edmundo Pérez Zujovic,-70.392139,-23.605208,JAM,18,1,s,27,8,2024,17
Nicolás Tirado,-70.391543,-23.592243,JAM,18,1,s,27,8,2024,20
Av. Edmundo Pérez Zujovic,-70.394478,-23.588018,JAM,18,1,s,27,8,2024,21
Av. Pedro Aguirre Cerda,-70.389592,-23.597145,JAM,18,1,s,27,8,2024,30
Av. Argentina,-70.396507,-23.661558,JAM,18,1,s,27,8,2024,29
Av. Pedro Aguirre Cerda,-70.38996,-23.588964,JAM,18,1,s,27,8,2024,27
Av. Grecia,-70.402786,-23.658562,JAM,18,1,s,27,8,2024,34
Av. Grecia,-70.402631,-23.654875,JAM,18,1,s,27,8,2024,36
Av. Antonio Rendic,-70.383357,-23.611485,JAM,18,1,s,27,8,2024,36
Av. Edmundo Pérez Zujovic,-70.395711,-23.634004,JAM,18,1,s,27,8,2024,43
Av. Edmundo Pérez Zujovic,-70.393308,-23.600116,ACCIDENT,18,1,s,27,8,2024,44
Av. Edmundo Pérez Zujovic,-70.39235,-23.618189,JAM,18,1,s,27,8,2024,49
Av. Antonio Rendic,-70.388555,-23.642486,JAM,18,1,s,27,8,2024,54
Av. Antonio Rendic,-70.389417,-23.629656,JAM,18,1,s,27,8,2024,55
Av. Grecia,-70.40355,-23.660673,JAM,18,1,s,27,8,2024,54
Av. Edmundo Pérez Zujovic,-70.392176,-23.603915,ACCIDENT,18,1,s,27,8,2024,55
Av. Edmundo Pérez Zujovic,-70.392363,-23.601872,ACCIDENT,18,1,s,27,8,2024,59
Av. Edmundo Pérez Zujovic,-70.39225,-23.602402,ACCIDENT,18,1,s,27,8,2024,56
Av. Edmundo Pérez Zujovic,-70.396195,-23.596137,JAM,19,1,s,27,8,2024,1
Av. Edmundo Pérez Zujovic,-70.393682,-23.599462,JAM,18,1,s,27,8,2024,56
Av. Edmundo Pérez Zujovic,-70.397069,-23.594668,JAM,19,1,s,27,8,2024,6
Av. Óscar Bonilla,-70.379627,-23.577309,JAM,19,1,s,27,8,2024,4
Av. Grecia,-70.402581,-23.655355,JAM,19,1,s,27,8,2024,4
Av. Grecia,-70.402526,-23.652546,JAM,19,1,s,27,8,2024,6
Av. Edmundo Pérez Zujovic,-70.393435,-23.599898,JAM,19,1,s,27,8,2024,3
Av. Iquique,-70.394255,-23.627,JAM,19,1,s,27,8,2024,7
Av. Edmundo Pérez Zujovic,-70.394858,-23.588321,JAM,19,1,s,27,8,2024,6
Nicolás Tirado,-70.392297,-23.592264,JAM,19,1,s,27,8,2024,10
Av. Edmundo Pérez Zujovic,-70.396095,-23.631033,JAM,19,1,s,27,8,2024,13
Av. Edmundo Pérez Zujovic,-70.395673,-23.632683,JAM,19,1,s,27,8,2024,12
Av. Iquique,-70.393986,-23.6312,JAM,19,1,s,27,8,2024,12
Av. Edmundo Pérez Zujovic,-70.396252,-23.62926,JAM,19,1,s,27,8,2024,14
Av. Pedro Aguirre Cerda,-70.389923,-23.588126,JAM,19,1,s,27,8,2024,18
Av. Pedro Aguirre Cerda,-70.38981,-23.589521,JAM,19,1,s,27,8,2024,17
Av. Pedro Aguirre Cerda,-70.390679,-23.57912,JAM,19,1,s,27,8,2024,21
Av. Iquique,-70.393366,-23.639572,JAM,19,1,s,27,8,2024,23
Av. Pedro Aguirre Cerda,-70.391012,-23.575701,JAM,19,1,s,27,8,2024,25
Av. Pedro Aguirre Cerda,-70.390758,-23.568862,JAM,19,1,s,27,8,2024,24
Av. Edmundo Pérez Zujovic,-70.391971,-23.611786,JAM,19,1,s,27,8,2024,37
Av. Edmundo Pérez Zujovic,-70.394931,-23.597607,ACCIDENT,20,1,s,27,8,2024,12
Av. Edmundo Pérez Zujovic,-70.391888,-23.614557,JAM,20,1,s,27,8,2024,32
Av. Grecia,-70.402744,-23.648818,ACCIDENT,20,1,s,27,8,2024,53
Av. Grecia,-70.403735,-23.664019,ACCIDENT,23,1,s,27,8,2024,17
Av. Grecia,-70.404341,-23.664981,ACCIDENT,23,1,s,27,8,2024,25
Av. Grecia,-70.40461,-23.66521,ACCIDENT,0,2,s,28,8,2024,3
Av. Grecia,-70.403398,-23.659729,ACCIDENT,0,2,s,28,8,2024,9
Av. Edmundo Pérez Zujovic,-70.392175,-23.603935,JAM,6,2,s,28,8,2024,30
Av. Edmundo Pérez Zujovic,-70.392127,-23.610541,JAM,7,2,s,28,8,2024,1
Av. Séptimo de Línea,-70.39638,-23.640702,JAM,7,2,s,28,8,2024,6
Av. Edmundo Pérez Zujovic,-70.393334,-23.585263,JAM,7,2,s,28,8,2024,14
Av. Antonio Rendic,-70.389391,-23.630027,JAM,7,2,s,28,8,2024,18
Av. Edmundo Pérez Zujovic,-70.392579,-23.619079,JAM,7,2,s,28,8,2024,18
Av. Pedro Aguirre Cerda,-70.391152,-23.573091,JAM,7,2,s,28,8,2024,23
Av. Séptimo de Línea,-70.395853,-23.638993,JAM,7,2,s,28,8,2024,23
Av. Pedro Aguirre Cerda,-70.390835,-23.569519,JAM,7,2,s,28,8,2024,24
Av. Pedro Aguirre Cerda,-70.391058,-23.576424,JAM,7,2,s,28,8,2024,30
Av. Pedro Aguirre Cerda,-70.391175,-23.57503,JAM,7,2,s,28,8,2024,28
Av. Pedro Aguirre Cerda,-70.390745,-23.579622,JAM,7,2,s,28,8,2024,31
Av. Edmundo Pérez Zujovic,-70.392274,-23.604331,JAM,7,2,s,28,8,2024,32
Av. Grecia,-70.40676,-23.668972,JAM,7,2,s,28,8,2024,38
Av. Pedro Aguirre Cerda,-70.389837,-23.590435,JAM,7,2,s,28,8,2024,38
Av. Pedro Aguirre Cerda,-70.389945,-23.589132,JAM,7,2,s,28,8,2024,37
Av. Iquique,-70.394193,-23.626634,JAM,7,2,s,28,8,2024,38
Av. Pedro Aguirre Cerda,-70.389746,-23.591667,JAM,7,2,s,28,8,2024,39
Av. Edmundo Pérez Zujovic,-70.395116,-23.623998,JAM,7,2,s,28,8,2024,37
Av. Edmundo Pérez Zujovic,-70.395561,-23.624704,JAM,7,2,s,28,8,2024,41
Av. Edmundo Pérez Zujovic,-70.392146,-23.604988,JAM,7,2,s,28,8,2024,45
Av. Edmundo Pérez Zujovic,-70.396053,-23.625592,JAM,7,2,s,28,8,2024,41
Av. Pedro Aguirre Cerda,-70.389039,-23.603885,JAM,7,2,s,28,8,2024,43
Av. Pedro Aguirre Cerda,-70.3896,-23.597029,JAM,7,2,s,28,8,2024,42
Av. Edmundo Pérez Zujovic,-70.397337,-23.571001,JAM,7,2,s,28,8,2024,43
Av. Pedro Aguirre Cerda,-70.389532,-23.59613,JAM,7,2,s,28,8,2024,48
Av. Edmundo Pérez Zujovic,-70.393138,-23.60015,JAM,7,2,s,28,8,2024,47
Av. Pedro Aguirre Cerda,-70.391214,-23.574271,JAM,7,2,s,28,8,2024,47
Av. Pedro Aguirre Cerda,-70.388436,-23.612065,JAM,7,2,s,28,8,2024,46
Av. Pedro Aguirre Cerda,-70.389872,-23.620616,JAM,7,2,s,28,8,2024,48
Av. Edmundo Pérez Zujovic,-70.396406,-23.626019,JAM,7,2,s,28,8,2024,53
Av. Edmundo Pérez Zujovic,-70.391974,-23.580167,JAM,7,2,s,28,8,2024,53
Av. Óscar Bonilla,-70.378535,-23.595124,JAM,7,2,s,28,8,2024,55
Av. Iquique,-70.393991,-23.631098,JAM,7,2,s,28,8,2024,57
Av. Iquique,-70.394111,-23.628806,JAM,7,2,s,28,8,2024,57
Av. Edmundo Pérez Zujovic,-70.39641,-23.628182,JAM,7,2,s,28,8,2024,56
Av. Edmundo Pérez Zujovic,-70.395748,-23.637898,JAM,8,2,s,28,8,2024,5
Av. Grecia,-70.404311,-23.665131,JAM,8,2,s,28,8,2024,10
Av. Grecia,-70.403595,-23.661242,JAM,8,2,s,28,8,2024,10
Av. Grecia,-70.403627,-23.662225,JAM,8,2,s,28,8,2024,7
Av. Pedro Aguirre Cerda,-70.390178,-23.586261,JAM,8,2,s,28,8,2024,7
Av. Pedro Aguirre Cerda,-70.391175,-23.575022,ACCIDENT,8,2,s,28,8,2024,14
Av. Pedro Aguirre Cerda,-70.391118,-23.575731,ACCIDENT,8,2,s,28,8,2024,15
Av. Pedro Aguirre Cerda,-70.390779,-23.579236,ACCIDENT,8,2,s,28,8,2024,18
Av. Antonio Rendic,-70.389046,-23.635702,JAM,8,2,s,28,8,2024,17
Av. Óscar Bonilla,-70.378767,-23.589709,JAM,8,2,s,28,8,2024,21
Av. Pedro Aguirre Cerda,-70.390853,-23.578389,ACCIDENT,8,2,s,28,8,2024,17
Av. Antonio Rendic,-70.389151,-23.633967,JAM,8,2,s,28,8,2024,17
Av. Pedro Aguirre Cerda,-70.389909,-23.588291,JAM,8,2,s,28,8,2024,20
Av. Pedro Aguirre Cerda,-70.390979,-23.577297,ACCIDENT,8,2,s,28,8,2024,17
Av. Pedro Aguirre Cerda,-70.391209,-23.573439,JAM,8,2,s,28,8,2024,23
Av. Pedro Aguirre Cerda,-70.389794,-23.590956,ACCIDENT,8,2,s,28,8,2024,22
Av. Argentina,-70.39624,-23.658024,JAM,8,2,s,28,8,2024,21
Av. Óscar Bonilla,-70.37871,-23.591333,JAM,8,2,s,28,8,2024,23
Av. Edmundo Pérez Zujovic,-70.392429,-23.61755,JAM,8,2,s,28,8,2024,22
Av. Pedro Aguirre Cerda,-70.390967,-23.577404,JAM,8,2,s,28,8,2024,26
Av. Edmundo Pérez Zujovic,-70.392163,-23.615877,JAM,8,2,s,28,8,2024,43
Av. Balmaceda,-70.399136,-23.645216,JAM,8,2,s,28,8,2024,50
Av. Edmundo Pérez Zujovic,-70.39643,-23.627075,JAM,9,2,s,28,8,2024,36
Av. Edmundo Pérez Zujovic,-70.393802,-23.586695,JAM,9,2,s,28,8,2024,57
Av. Edmundo Pérez Zujovic,-70.394029,-23.587175,JAM,10,2,s,28,8,2024,2
Av. Pedro Aguirre Cerda,-70.390506,-23.582244,JAM,10,2,s,28,8,2024,11
Av. Edmundo Pérez Zujovic,-70.396444,-23.591139,JAM,10,2,s,28,8,2024,14
Av. Edmundo Pérez Zujovic,-70.396929,-23.592225,ACCIDENT,10,2,s,28,8,2024,24
Av. Pedro Aguirre Cerda,-70.390782,-23.57804,JAM,12,2,s,28,8,2024,4
Nicolás Tirado,-70.388068,-23.592013,JAM,13,2,s,28,8,2024,23
Nicolás Tirado,-70.391667,-23.592248,JAM,13,2,s,28,8,2024,47
Nicolás Tirado,-70.391573,-23.592244,JAM,13,2,s,28,8,2024,58
Av. Edmundo Pérez Zujovic,-70.396816,-23.591958,ACCIDENT,14,2,s,28,8,2024,47
Av. Óscar Bonilla,-70.378625,-23.601269,JAM,16,2,s,28,8,2024,3
Av. Grecia,-70.406373,-23.668067,JAM,16,2,s,28,8,2024,22
Av. Grecia,-70.406625,-23.668644,JAM,16,2,s,28,8,2024,23
Av. Óscar Bonilla,-70.378625,-23.592156,ACCIDENT,16,2,s,28,8,2024,48
Av. Edmundo Pérez Zujovic,-70.393873,-23.576679,ACCIDENT,17,2,s,28,8,2024,20
Av. Edmundo Pérez Zujovic,-70.395749,-23.632169,JAM,17,2,s,28,8,2024,26
Av. Edmundo Pérez Zujovic,-70.395675,-23.632968,JAM,17,2,s,28,8,2024,54
Nicolás Tirado,-70.388685,-23.592011,ACCIDENT,17,2,s,28,8,2024,52
Av. Edmundo Pérez Zujovic,-70.39598,-23.631481,JAM,18,2,s,28,8,2024,0
Av. Edmundo Pérez Zujovic,-70.393804,-23.599246,JAM,18,2,s,28,8,2024,13
Av. Antonio Rendic,-70.389034,-23.635897,JAM,18,2,s,28,8,2024,16
Av. Antonio Rendic,-70.389031,-23.635951,JAM,18,2,s,28,8,2024,17
Av. Edmundo Pérez Zujovic,-70.39281,-23.620315,JAM,18,2,s,28,8,2024,21
Av. Grecia,-70.402377,-23.648525,JAM,18,2,s,28,8,2024,24
Av. Balmaceda,-70.400525,-23.645884,JAM,18,2,s,28,8,2024,26
Av. Balmaceda,-70.400126,-23.645648,JAM,18,2,s,28,8,2024,26
Av. Edmundo Pérez Zujovic,-70.396213,-23.629861,JAM,18,2,s,28,8,2024,28
Av. Iquique,-70.393981,-23.631331,JAM,18,2,s,28,8,2024,34
Av. Edmundo Pérez Zujovic,-70.395729,-23.634915,JAM,18,2,s,28,8,2024,30
Av. Antonio Rendic,-70.38874,-23.639271,JAM,18,2,s,28,8,2024,43
Av. Iquique,-70.393585,-23.642685,JAM,18,2,s,28,8,2024,44
Av. Edmundo Pérez Zujovic,-70.396362,-23.591287,JAM,18,2,s,28,8,2024,48
Av. Antonio Rendic,-70.389163,-23.626585,JAM,18,2,s,28,8,2024,55
Av. Pedro Aguirre Cerda,-70.390174,-23.586302,JAM,18,2,s,28,8,2024,58
Av. Edmundo Pérez Zujovic,-70.392077,-23.607457,JAM,18,2,s,28,8,2024,58
Av. Edmundo Pérez Zujovic,-70.392317,-23.617832,JAM,19,2,s,28,8,2024,2
Av. Óscar Bonilla,-70.378735,-23.591084,JAM,19,2,s,28,8,2024,9
Av. Edmundo Pérez Zujovic,-70.394398,-23.622897,JAM,19,2,s,28,8,2024,17
Av. Iquique,-70.394007,-23.629358,JAM,19,2,s,28,8,2024,40
Av. Argentina,-70.401397,-23.673134,JAM,19,2,s,28,8,2024,53
Av. Antonio Rendic,-70.388668,-23.64041,JAM,20,2,s,28,8,2024,35
Av. Séptimo de Línea,-70.395617,-23.638279,JAM,21,2,s,28,8,2024,13
Av. Edmundo Pérez Zujovic,-70.393645,-23.586339,JAM,7,3,s,29,8,2024,9
Av. Pedro Aguirre Cerda,-70.389796,-23.590936,JAM,7,3,s,29,8,2024,11
Av. Edmundo Pérez Zujovic,-70.391884,-23.613358,JAM,7,3,s,29,8,2024,12
Av. Edmundo Pérez Zujovic,-70.392518,-23.618465,JAM,7,3,s,29,8,2024,12
Av. Edmundo Pérez Zujovic,-70.395974,-23.596395,JAM,7,3,s,29,8,2024,12
Av. Edmundo Pérez Zujovic,-70.3922,-23.608041,JAM,7,3,s,29,8,2024,18
Av. Iquique,-70.394115,-23.62872,JAM,7,3,s,29,8,2024,19
Av. Iquique,-70.394177,-23.627696,JAM,7,3,s,29,8,2024,18
Av. Grecia,-70.402634,-23.652337,JAM,7,3,s,29,8,2024,29
Av. Grecia,-70.402618,-23.651914,JAM,7,3,s,29,8,2024,29
Av. Edmundo Pérez Zujovic,-70.394933,-23.623495,JAM,7,3,s,29,8,2024,26
Av. Grecia,-70.402638,-23.651155,JAM,7,3,s,29,8,2024,28
Av. Pedro Aguirre Cerda,-70.389962,-23.588933,JAM,7,3,s,29,8,2024,25
Av. Edmundo Pérez Zujovic,-70.396416,-23.627847,JAM,7,3,s,29,8,2024,29
Av. Edmundo Pérez Zujovic,-70.392031,-23.580452,JAM,7,3,s,29,8,2024,35
Av. Edmundo Pérez Zujovic,-70.395096,-23.588648,JAM,7,3,s,29,8,2024,30
Av. Pedro Aguirre Cerda,-70.389218,-23.602234,JAM,7,3,s,29,8,2024,33
Av. Pedro Aguirre Cerda,-70.388438,-23.614335,JAM,7,3,s,29,8,2024,36
Av. Edmundo Pérez Zujovic,-70.392359,-23.602513,JAM,7,3,s,29,8,2024,42
Av. Óscar Bonilla,-70.37856,-23.600219,JAM,7,3,s,29,8,2024,45
Av. Edmundo Pérez Zujovic,-70.395856,-23.634785,JAM,7,3,s,29,8,2024,42
Av. Edmundo Pérez Zujovic,-70.396507,-23.59159,JAM,7,3,s,29,8,2024,47
Av. Antonio Rendic,-70.38381,-23.617891,JAM,7,3,s,29,8,2024,48
Av. Edmundo Pérez Zujovic,-70.395829,-23.636061,JAM,7,3,s,29,8,2024,52
Av. Argentina,-70.398382,-23.665046,JAM,7,3,s,29,8,2024,52
Av. Pedro Aguirre Cerda,-70.389747,-23.59219,JAM,7,3,s,29,8,2024,59
Nicolás Tirado,-70.389096,-23.591902,JAM,7,3,s,29,8,2024,56
Av. Pedro Aguirre Cerda,-70.390843,-23.578498,JAM,7,3,s,29,8,2024,57
Av. Grecia,-70.403227,-23.659692,JAM,7,3,s,29,8,2024,59
Av. Pedro Aguirre Cerda,-70.389508,-23.596744,JAM,7,3,s,29,8,2024,56
Av. Edmundo Pérez Zujovic,-70.395025,-23.623641,JAM,8,3,s,29,8,2024,4
Av. Edmundo Pérez Zujovic,-70.392348,-23.616713,JAM,8,3,s,29,8,2024,3
Av. Pedro Aguirre Cerda,-70.38966,-23.595772,JAM,8,3,s,29,8,2024,5
Av. Antonio Rendic,-70.387531,-23.623691,JAM,8,3,s,29,8,2024,4
Av. Antonio Rendic,-70.387691,-23.623942,JAM,8,3,s,29,8,2024,4
Av. Pedro Aguirre Cerda,-70.391209,-23.573438,JAM,8,3,s,29,8,2024,7
Av. Iquique,-70.392614,-23.623569,JAM,8,3,s,29,8,2024,9
Av. Edmundo Pérez Zujovic,-70.395673,-23.632604,JAM,8,3,s,29,8,2024,7
Av. Edmundo Pérez Zujovic,-70.395707,-23.632315,JAM,8,3,s,29,8,2024,7
Av. Edmundo Pérez Zujovic,-70.395784,-23.573943,JAM,8,3,s,29,8,2024,13
Nicolás Tirado,-70.385106,-23.592358,JAM,8,3,s,29,8,2024,15
Nicolás Tirado,-70.384378,-23.592399,JAM,8,3,s,29,8,2024,14
Av. Grecia,-70.403689,-23.663355,JAM,8,3,s,29,8,2024,18
